time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),apparent_temperature (°F),precipitation (inch),rain (inch),snowfall (inch),snow_depth (ft),weather_code (wmo code),cloud_cover (%)
2023-01-14T00:00,24.7,68,15.6,16.8,0.000,0.000,0.000,0.033,3,99
2023-01-14T01:00,23.2,72,15.5,15.4,0.000,0.000,0.000,0.033,1,35
2023-01-14T02:00,22.7,73,15.2,15.0,0.000,0.000,0.000,0.033,0,19
2023-01-14T03:00,21.9,75,15.3,14.8,0.000,0.000,0.000,0.033,0,0
2023-01-14T04:00,20.5,79,15.1,13.4,0.000,0.000,0.000,0.033,0,0
2023-01-14T05:00,20.6,79,15.1,13.6,0.000,0.000,0.000,0.033,0,0
2023-01-14T06:00,23.8,72,16.0,17.6,0.000,0.000,0.000,0.033,0,0
2023-01-14T07:00,24.1,71,16.0,17.4,0.000,0.000,0.000,0.033,3,100
2023-01-14T08:00,24.3,72,16.6,17.3,0.000,0.000,0.000,0.033,3,100
2023-01-14T09:00,25.2,72,17.4,18.1,0.000,0.000,0.000,0.033,3,99
2023-01-14T10:00,26.3,71,18.1,18.7,0.000,0.000,0.000,0.033,3,98
2023-01-14T11:00,27.9,69,19.0,20.3,0.000,0.000,0.000,0.000,3,98
2023-01-14T12:00,29.2,66,19.3,21.2,0.000,0.000,0.000,0.000,2,73
2023-01-14T13:00,30.7,65,20.3,23.0,0.000,0.000,0.000,0.000,0,11
2023-01-14T14:00,31.9,64,21.0,24.1,0.000,0.000,0.000,0.000,1,29
2023-01-14T15:00,32.0,64,21.2,24.6,0.000,0.000,0.000,0.000,0,13
2023-01-14T16:00,31.1,66,21.2,23.9,0.000,0.000,0.000,0.000,3,100
2023-01-14T17:00,27.6,76,21.1,20.7,0.000,0.000,0.000,0.000,2,59
2023-01-14T18:00,24.4,80,19.0,16.4,0.000,0.000,0.000,0.000,3,100
2023-01-14T19:00,24.3,80,19.1,15.9,0.000,0.000,0.000,0.000,3,100
2023-01-14T20:00,24.3,80,19.1,15.8,0.000,0.000,0.000,0.000,3,100
2023-01-14T21:00,24.9,78,19.1,16.3,0.000,0.000,0.000,0.000,3,100
2023-01-14T22:00,25.3,77,19.1,16.6,0.000,0.000,0.000,0.000,3,92
2023-01-14T23:00,24.9,78,18.9,16.0,0.000,0.000,0.000,0.000,3,92
2023-01-15T00:00,24.7,78,18.7,15.6,0.000,0.000,0.000,0.000,3,93
2023-01-15T01:00,24.5,78,18.6,15.1,0.000,0.000,0.000,0.000,3,80
2023-01-15T02:00,24.6,78,18.7,15.1,0.000,0.000,0.000,0.000,1,23
2023-01-15T03:00,24.6,78,18.8,15.1,0.000,0.000,0.000,0.000,3,95
2023-01-15T04:00,24.7,78,19.0,15.3,0.000,0.000,0.000,0.000,3,100
2023-01-15T05:00,25.1,78,19.3,15.7,0.000,0.000,0.000,0.000,3,100
2023-01-15T06:00,25.9,80,20.6,16.5,0.000,0.000,0.000,0.000,3,100
2023-01-15T07:00,26.4,80,21.0,16.9,0.000,0.000,0.000,0.000,3,100
2023-01-15T08:00,27.4,77,21.1,17.7,0.000,0.000,0.000,0.000,3,100
2023-01-15T09:00,30.1,69,21.1,20.5,0.000,0.000,0.000,0.000,3,100
2023-01-15T10:00,32.8,61,20.9,22.8,0.000,0.000,0.000,0.000,3,100
2023-01-15T11:00,36.0,53,20.7,25.9,0.000,0.000,0.000,0.000,1,48
2023-01-15T12:00,39.7,46,20.4,29.0,0.000,0.000,0.000,0.000,1,40
2023-01-15T13:00,42.0,41,20.2,31.2,0.000,0.000,0.000,0.000,2,66
2023-01-15T14:00,42.1,48,23.8,31.8,0.000,0.000,0.000,0.000,3,100
2023-01-15T15:00,40.9,55,26.2,31.4,0.000,0.000,0.000,0.000,3,97
2023-01-15T16:00,39.6,55,24.8,29.5,0.000,0.000,0.000,0.000,3,99
2023-01-15T17:00,38.2,54,23.1,28.0,0.000,0.000,0.000,0.000,3,100
2023-01-15T18:00,36.9,60,24.3,26.3,0.000,0.000,0.000,0.000,3,100
2023-01-15T19:00,36.8,60,24.1,26.3,0.000,0.000,0.000,0.000,3,100
2023-01-15T20:00,37.3,57,23.4,27.0,0.000,0.000,0.000,0.000,3,100
2023-01-15T21:00,37.9,54,22.9,27.6,0.000,0.000,0.000,0.000,3,100
2023-01-15T22:00,38.2,52,22.3,27.6,0.000,0.000,0.000,0.000,3,100
2023-01-15T23:00,38.6,50,21.7,27.8,0.000,0.000,0.000,0.000,3,100
2023-01-16T00:00,38.4,50,21.5,27.7,0.000,0.000,0.000,0.000,3,100
2023-01-16T01:00,38.2,51,21.5,27.7,0.000,0.000,0.000,0.000,3,100
2023-01-16T02:00,38.0,51,21.5,27.7,0.000,0.000,0.000,0.000,3,100
2023-01-16T03:00,37.5,53,21.9,27.2,0.000,0.000,0.000,0.000,3,100
2023-01-16T04:00,38.3,52,22.2,28.3,0.000,0.000,0.000,0.000,3,100
2023-01-16T05:00,37.5,59,24.6,28.0,0.028,0.028,0.000,0.000,53,100
2023-01-16T06:00,38.2,68,28.6,29.0,0.008,0.008,0.000,0.000,51,100
2023-01-16T07:00,39.6,61,27.3,29.9,0.000,0.000,0.000,0.000,3,100
2023-01-16T08:00,39.7,68,29.9,30.2,0.008,0.008,0.000,0.000,51,100
2023-01-16T09:00,39.1,83,34.3,30.5,0.020,0.020,0.000,0.000,53,100
2023-01-16T10:00,38.7,89,35.8,30.0,0.031,0.031,0.000,0.000,53,100
2023-01-16T11:00,39.3,92,37.1,30.9,0.024,0.024,0.000,0.000,53,100
2023-01-16T12:00,41.0,92,38.8,32.4,0.016,0.016,0.000,0.000,51,100
2023-01-16T13:00,41.9,92,39.9,34.1,0.051,0.051,0.000,0.000,61,100
2023-01-16T14:00,43.9,90,41.1,35.4,0.004,0.004,0.000,0.000,51,100
2023-01-16T15:00,44.5,90,41.9,36.0,0.000,0.000,0.000,0.000,3,100
2023-01-16T16:00,45.4,91,43.1,38.0,0.004,0.004,0.000,0.000,51,100
2023-01-16T17:00,46.5,92,44.4,39.7,0.000,0.000,0.000,0.000,3,100
2023-01-16T18:00,45.0,96,43.8,38.1,0.000,0.000,0.000,0.000,3,100
2023-01-16T19:00,46.2,96,45.2,39.3,0.004,0.004,0.000,0.000,51,100
2023-01-16T20:00,47.2,96,46.2,40.8,0.000,0.000,0.000,0.000,3,100
2023-01-16T21:00,48.0,94,46.3,41.5,0.000,0.000,0.000,0.000,3,100
2023-01-16T22:00,48.4,93,46.6,41.9,0.000,0.000,0.000,0.000,3,100
2023-01-16T23:00,48.0,94,46.3,41.9,0.000,0.000,0.000,0.000,3,100
2023-01-17T00:00,47.0,90,44.3,40.1,0.000,0.000,0.000,0.000,3,100
2023-01-17T01:00,45.2,89,42.0,36.7,0.000,0.000,0.000,0.000,3,100
2023-01-17T02:00,43.1,85,38.9,34.2,0.000,0.000,0.000,0.000,3,100
2023-01-17T03:00,42.3,84,37.8,33.8,0.000,0.000,0.000,0.000,3,100
2023-01-17T04:00,41.6,83,36.7,33.0,0.000,0.000,0.000,0.000,3,100
2023-01-17T05:00,40.5,82,35.5,32.0,0.000,0.000,0.000,0.000,3,100
2023-01-17T06:00,39.6,85,35.5,31.6,0.000,0.000,0.000,0.000,3,100
2023-01-17T07:00,38.7,84,34.4,30.3,0.000,0.000,0.000,0.000,3,100
2023-01-17T08:00,38.0,85,33.7,29.2,0.000,0.000,0.000,0.000,3,100
2023-01-17T09:00,37.8,85,33.6,28.4,0.000,0.000,0.000,0.000,3,100
2023-01-17T10:00,38.1,83,33.3,28.1,0.000,0.000,0.000,0.000,3,100
2023-01-17T11:00,38.7,80,33.1,28.6,0.000,0.000,0.000,0.000,3,100
2023-01-17T12:00,39.3,78,33.0,29.1,0.000,0.000,0.000,0.000,3,100
2023-01-17T13:00,40.9,73,32.8,30.0,0.000,0.000,0.000,0.000,3,100
2023-01-17T14:00,40.9,71,32.3,29.8,0.000,0.000,0.000,0.000,3,100
2023-01-17T15:00,40.3,73,32.3,30.0,0.000,0.000,0.000,0.000,3,100
2023-01-17T16:00,39.4,74,31.9,29.6,0.000,0.000,0.000,0.000,3,100
2023-01-17T17:00,38.8,75,31.5,29.7,0.000,0.000,0.000,0.000,3,100
2023-01-17T18:00,37.5,76,30.5,28.7,0.000,0.000,0.000,0.000,3,100
2023-01-17T19:00,37.4,76,30.6,28.8,0.000,0.000,0.000,0.000,3,100
2023-01-17T20:00,37.2,77,30.5,28.5,0.000,0.000,0.000,0.000,3,100
2023-01-17T21:00,36.6,77,30.1,27.9,0.000,0.000,0.000,0.000,3,100
2023-01-17T22:00,36.1,77,29.6,27.6,0.000,0.000,0.000,0.000,3,100
2023-01-17T23:00,35.3,78,29.0,26.9,0.000,0.000,0.000,0.000,3,100
2023-01-18T00:00,34.2,80,28.7,26.6,0.000,0.000,0.000,0.000,3,85
2023-01-18T01:00,33.1,83,28.4,25.6,0.000,0.000,0.000,0.000,3,83
2023-01-18T02:00,31.8,86,28.1,23.8,0.000,0.000,0.000,0.000,3,100
2023-01-18T03:00,32.8,83,28.2,25.3,0.000,0.000,0.000,0.000,3,85
2023-01-18T04:00,30.7,91,28.3,23.8,0.000,0.000,0.000,0.000,3,100
2023-01-18T05:00,30.3,93,28.4,23.9,0.000,0.000,0.000,0.000,3,100
2023-01-18T06:00,31.4,89,28.5,25.5,0.000,0.000,0.000,0.000,3,100
2023-01-18T07:00,33.3,85,29.2,27.4,0.000,0.000,0.000,0.000,3,100
2023-01-18T08:00,34.1,84,29.9,28.6,0.000,0.000,0.000,0.000,3,100
2023-01-18T09:00,35.5,82,30.7,30.7,0.000,0.000,0.000,0.000,3,100
2023-01-18T10:00,37.1,76,30.1,30.3,0.000,0.000,0.000,0.000,3,100
2023-01-18T11:00,38.2,72,30.0,31.3,0.000,0.000,0.000,0.000,3,100
2023-01-18T12:00,39.0,70,30.1,32.5,0.000,0.000,0.000,0.000,3,100
2023-01-18T13:00,39.5,69,30.2,32.5,0.000,0.000,0.000,0.000,3,100
2023-01-18T14:00,38.6,72,30.3,31.3,0.000,0.000,0.000,0.000,3,100
2023-01-18T15:00,37.3,74,30.0,29.1,0.000,0.000,0.000,0.000,3,100
2023-01-18T16:00,36.5,76,29.6,28.2,0.000,0.000,0.000,0.000,3,100
2023-01-18T17:00,35.6,83,31.0,27.1,0.000,0.000,0.000,0.000,3,100
2023-01-18T18:00,35.3,87,31.9,26.6,0.012,0.004,0.055,0.000,71,100
2023-01-18T19:00,34.9,94,33.5,25.8,0.039,0.035,0.028,0.000,71,100
2023-01-18T20:00,35.4,95,34.1,25.8,0.083,0.067,0.110,0.000,73,100
2023-01-18T21:00,35.3,96,34.2,24.6,0.181,0.165,0.110,0.000,73,100
2023-01-18T22:00,35.5,94,34.0,24.6,0.063,0.063,0.000,0.000,61,100
2023-01-18T23:00,35.5,93,33.7,24.4,0.020,0.020,0.000,0.000,53,100
2023-01-19T00:00,35.5,94,33.8,25.5,0.055,0.055,0.000,0.000,61,100
2023-01-19T01:00,35.9,94,34.4,27.7,0.039,0.039,0.000,0.000,55,100
2023-01-19T02:00,36.6,93,34.8,29.7,0.004,0.004,0.000,0.000,51,100
2023-01-19T03:00,36.8,95,35.6,31.5,0.012,0.012,0.000,0.000,51,100
2023-01-19T04:00,37.0,97,36.1,32.6,0.004,0.004,0.000,0.000,51,100
2023-01-19T05:00,37.6,97,36.8,32.7,0.000,0.000,0.000,0.000,3,100
2023-01-19T06:00,37.3,99,36.9,32.7,0.000,0.000,0.000,0.000,3,100
2023-01-19T07:00,35.4,100,35.4,29.4,0.000,0.000,0.000,0.000,3,100
2023-01-19T08:00,36.3,99,36.1,30.1,0.000,0.000,0.000,0.000,3,100
2023-01-19T09:00,37.1,96,36.0,30.8,0.000,0.000,0.000,0.000,3,100
2023-01-19T10:00,38.2,94,36.5,32.8,0.000,0.000,0.000,0.000,3,100
2023-01-19T11:00,40.0,89,37.1,34.7,0.000,0.000,0.000,0.000,3,100
2023-01-19T12:00,39.9,91,37.5,35.0,0.008,0.008,0.000,0.000,51,100
2023-01-19T13:00,39.6,94,38.1,34.7,0.031,0.031,0.000,0.000,53,100
2023-01-19T14:00,40.0,94,38.4,35.0,0.012,0.012,0.000,0.000,51,100
2023-01-19T15:00,40.0,95,38.7,34.3,0.031,0.031,0.000,0.000,53,100
2023-01-19T16:00,37.8,95,36.5,30.3,0.020,0.020,0.000,0.000,53,100
2023-01-19T17:00,37.0,95,35.8,28.7,0.012,0.012,0.000,0.000,51,100
2023-01-19T18:00,34.8,95,33.5,26.0,0.004,0.004,0.000,0.000,51,100
2023-01-19T19:00,33.8,99,33.5,25.0,0.016,0.012,0.028,0.000,71,100
2023-01-19T20:00,33.5,98,32.9,24.6,0.012,0.004,0.055,0.000,71,100
2023-01-19T21:00,33.3,93,31.4,23.9,0.004,0.000,0.028,0.000,71,100
2023-01-19T22:00,33.2,92,31.2,23.6,0.004,0.000,0.028,0.000,71,100
2023-01-19T23:00,33.1,92,31.0,23.9,0.004,0.000,0.028,0.000,71,100
2023-01-20T00:00,32.9,89,30.0,23.7,0.004,0.000,0.028,0.000,71,99
2023-01-20T01:00,31.8,89,28.8,22.5,0.000,0.000,0.000,0.000,3,100
2023-01-20T02:00,30.6,87,27.1,21.4,0.000,0.000,0.000,0.000,3,99
2023-01-20T03:00,30.5,85,26.5,21.0,0.000,0.000,0.000,0.000,3,82
2023-01-20T04:00,30.5,85,26.5,21.0,0.000,0.000,0.000,0.000,3,84
2023-01-20T05:00,30.6,86,27.0,21.1,0.000,0.000,0.000,0.000,3,100
2023-01-20T06:00,31.8,84,27.4,22.7,0.000,0.000,0.000,0.000,3,100
2023-01-20T07:00,31.9,81,26.6,22.6,0.000,0.000,0.000,0.000,3,100
2023-01-20T08:00,31.4,79,25.6,22.5,0.000,0.000,0.000,0.000,3,100
2023-01-20T09:00,32.0,72,24.1,22.2,0.000,0.000,0.000,0.000,3,100
2023-01-20T10:00,32.3,68,22.9,22.3,0.000,0.000,0.000,0.000,3,100
2023-01-20T11:00,32.7,67,22.9,22.6,0.000,0.000,0.000,0.000,3,100
2023-01-20T12:00,32.6,66,22.6,22.6,0.000,0.000,0.000,0.000,3,100
2023-01-20T13:00,32.7,65,22.3,22.7,0.000,0.000,0.000,0.000,3,100
2023-01-20T14:00,32.9,64,22.0,22.9,0.000,0.000,0.000,0.000,3,100
2023-01-20T15:00,32.9,63,21.9,23.0,0.000,0.000,0.000,0.000,3,95
2023-01-20T16:00,32.8,64,22.0,23.4,0.000,0.000,0.000,0.000,3,95
2023-01-20T17:00,31.8,67,22.1,23.4,0.000,0.000,0.000,0.000,3,100
2023-01-20T18:00,30.5,70,22.0,22.8,0.000,0.000,0.000,0.000,3,100
2023-01-20T19:00,30.2,71,21.9,22.5,0.000,0.000,0.000,0.000,3,100
2023-01-20T20:00,30.0,71,21.8,22.7,0.000,0.000,0.000,0.000,3,99
2023-01-20T21:00,28.6,76,22.0,22.2,0.000,0.000,0.000,0.000,3,97
2023-01-20T22:00,28.0,78,22.0,21.3,0.000,0.000,0.000,0.000,3,93
2023-01-20T23:00,28.3,76,21.9,21.5,0.000,0.000,0.000,0.000,3,100
2023-01-21T00:00,28.5,74,21.4,21.4,0.000,0.000,0.000,0.000,3,100
2023-01-21T01:00,28.4,74,21.2,21.4,0.000,0.000,0.000,0.000,3,100
2023-01-21T02:00,28.2,75,21.4,21.3,0.000,0.000,0.000,0.000,3,100
2023-01-21T03:00,28.1,74,20.8,20.7,0.000,0.000,0.000,0.000,3,100
2023-01-21T04:00,27.9,72,19.9,20.0,0.000,0.000,0.000,0.000,3,99
2023-01-21T05:00,27.5,71,19.4,20.0,0.000,0.000,0.000,0.000,3,100
2023-01-21T06:00,28.0,73,20.6,20.5,0.000,0.000,0.000,0.000,2,58
2023-01-21T07:00,27.6,75,20.7,20.1,0.000,0.000,0.000,0.000,3,100
2023-01-21T08:00,26.3,80,21.0,18.2,0.000,0.000,0.000,0.000,3,100
2023-01-21T09:00,26.7,78,20.7,19.3,0.000,0.000,0.000,0.000,3,100
2023-01-21T10:00,27.7,74,20.5,20.2,0.000,0.000,0.000,0.000,3,99
2023-01-21T11:00,29.8,71,21.4,21.9,0.000,0.000,0.000,0.000,3,100
2023-01-21T12:00,32.2,68,22.9,23.9,0.000,0.000,0.000,0.000,2,79
2023-01-21T13:00,34.0,67,24.2,25.9,0.000,0.000,0.000,0.000,2,78
2023-01-21T14:00,35.1,66,25.0,27.2,0.000,0.000,0.000,0.000,3,99
2023-01-21T15:00,35.5,66,25.3,27.4,0.000,0.000,0.000,0.000,3,99
2023-01-21T16:00,35.3,65,24.8,27.4,0.000,0.000,0.000,0.000,3,100
2023-01-21T17:00,32.1,76,25.4,26.1,0.000,0.000,0.000,0.000,3,100
2023-01-21T18:00,28.9,74,21.8,22.7,0.000,0.000,0.000,0.000,3,100
2023-01-21T19:00,28.1,78,22.0,22.2,0.000,0.000,0.000,0.000,3,100
2023-01-21T20:00,28.6,77,22.2,22.8,0.000,0.000,0.000,0.000,3,100
2023-01-21T21:00,28.3,79,22.7,22.6,0.000,0.000,0.000,0.000,3,100
2023-01-21T22:00,28.0,83,23.6,21.6,0.000,0.000,0.000,0.000,3,100
2023-01-21T23:00,28.2,86,24.4,21.7,0.004,0.000,0.028,0.000,71,100
2023-01-22T00:00,28.3,87,24.9,22.1,0.004,0.000,0.028,0.000,71,100
2023-01-22T01:00,28.3,88,25.2,22.6,0.004,0.000,0.028,0.033,71,100
2023-01-22T02:00,28.3,89,25.4,22.8,0.004,0.000,0.028,0.033,71,100
2023-01-22T03:00,28.1,90,25.6,22.8,0.000,0.000,0.000,0.033,3,100
2023-01-22T04:00,27.5,92,25.6,22.0,0.000,0.000,0.000,0.033,3,100
2023-01-22T05:00,27.7,92,25.7,21.9,0.000,0.000,0.000,0.033,3,99
2023-01-22T06:00,30.0,92,27.9,24.4,0.000,0.000,0.000,0.033,3,100
2023-01-22T07:00,30.1,91,27.7,25.0,0.004,0.000,0.028,0.033,71,100
2023-01-22T08:00,30.1,91,27.7,25.0,0.008,0.000,0.055,0.033,71,100
2023-01-22T09:00,30.7,88,27.5,25.6,0.004,0.000,0.028,0.033,71,100
2023-01-22T10:00,31.2,86,27.6,26.1,0.004,0.000,0.028,0.033,71,100
2023-01-22T11:00,31.9,84,27.8,26.6,0.008,0.000,0.055,0.066,71,100
2023-01-22T12:00,33.7,78,27.7,28.3,0.004,0.000,0.028,0.066,71,100
2023-01-22T13:00,33.8,78,27.7,28.3,0.008,0.000,0.055,0.066,71,100
2023-01-22T14:00,34.0,79,28.2,28.2,0.012,0.000,0.083,0.066,73,100
2023-01-22T15:00,34.1,78,28.1,27.5,0.012,0.004,0.055,0.066,71,100
2023-01-22T16:00,33.7,80,28.3,26.8,0.008,0.000,0.055,0.066,71,100
2023-01-22T17:00,32.7,86,28.9,26.7,0.004,0.000,0.028,0.066,71,100
2023-01-22T18:00,30.5,86,26.7,24.9,0.004,0.000,0.028,0.066,71,100
2023-01-22T19:00,29.7,89,26.7,23.1,0.004,0.000,0.028,0.066,71,100
2023-01-22T20:00,29.0,88,25.7,22.2,0.004,0.000,0.028,0.066,71,100
2023-01-22T21:00,28.3,85,24.3,21.0,0.000,0.000,0.028,0.066,71,100
2023-01-22T22:00,27.7,80,22.2,19.7,0.000,0.000,0.000,0.066,3,100
2023-01-22T23:00,26.8,78,20.8,18.6,0.000,0.000,0.000,0.066,3,100
2023-01-23T00:00,25.8,77,19.6,17.4,0.000,0.000,0.000,0.066,3,100
2023-01-23T01:00,24.9,76,18.4,16.5,0.000,0.000,0.000,0.066,3,91
2023-01-23T02:00,24.1,75,17.2,15.6,0.000,0.000,0.000,0.066,2,76
2023-01-23T03:00,22.8,75,15.9,13.8,0.000,0.000,0.000,0.066,3,95
2023-01-23T04:00,21.6,75,14.8,12.6,0.000,0.000,0.000,0.066,2,53
2023-01-23T05:00,20.7,77,14.8,12.1,0.000,0.000,0.000,0.066,3,92
2023-01-23T06:00,21.8,76,15.5,14.1,0.000,0.000,0.000,0.066,3,100
2023-01-23T07:00,22.9,76,16.5,14.6,0.000,0.000,0.000,0.066,3,100
2023-01-23T08:00,24.0,75,17.3,15.0,0.000,0.000,0.000,0.066,3,100
2023-01-23T09:00,25.6,72,18.0,16.1,0.000,0.000,0.000,0.066,3,100
2023-01-23T10:00,27.5,70,18.9,17.8,0.000,0.000,0.000,0.066,3,99
2023-01-23T11:00,29.1,66,19.3,18.7,0.000,0.000,0.000,0.066,3,83
2023-01-23T12:00,29.6,64,19.1,18.6,0.000,0.000,0.000,0.066,2,65
2023-01-23T13:00,29.5,66,19.6,18.4,0.000,0.000,0.000,0.066,3,84
2023-01-23T14:00,28.6,72,20.7,17.5,0.000,0.000,0.000,0.066,3,94
2023-01-23T15:00,28.6,72,20.7,17.5,0.000,0.000,0.000,0.066,2,64
2023-01-23T16:00,28.7,73,21.1,18.4,0.000,0.000,0.000,0.066,3,100
2023-01-23T17:00,27.2,80,22.0,17.6,0.000,0.000,0.000,0.066,1,25
2023-01-23T18:00,24.3,83,19.8,14.3,0.000,0.000,0.000,0.066,1,49
2023-01-23T19:00,25.4,82,20.6,14.9,0.000,0.000,0.000,0.066,3,88
2023-01-23T20:00,25.9,82,21.1,15.4,0.000,0.000,0.000,0.066,3,100
2023-01-23T21:00,26.6,79,21.1,16.2,0.000,0.000,0.000,0.066,3,100
2023-01-23T22:00,26.5,79,20.8,16.3,0.000,0.000,0.000,0.066,3,100
2023-01-23T23:00,27.8,76,21.3,17.9,0.000,0.000,0.000,0.066,3,100
2023-01-24T00:00,28.3,78,22.2,19.2,0.000,0.000,0.000,0.066,3,100
2023-01-24T01:00,28.5,80,23.0,20.0,0.000,0.000,0.000,0.066,3,100
2023-01-24T02:00,28.5,82,23.7,20.4,0.000,0.000,0.000,0.066,3,100
2023-01-24T03:00,27.6,86,24.1,19.5,0.000,0.000,0.000,0.066,2,58
2023-01-24T04:00,27.2,90,24.6,19.1,0.000,0.000,0.000,0.066,1,24
2023-01-24T05:00,26.6,91,24.5,18.6,0.000,0.000,0.000,0.066,2,53
2023-01-24T06:00,26.6,90,24.0,19.0,0.000,0.000,0.000,0.066,3,100
2023-01-24T07:00,27.2,89,24.3,19.7,0.000,0.000,0.000,0.066,3,100
2023-01-24T08:00,27.8,87,24.5,20.3,0.000,0.000,0.000,0.066,3,100
2023-01-24T09:00,29.2,83,24.7,22.0,0.000,0.000,0.000,0.066,3,98
2023-01-24T10:00,30.7,80,25.3,23.9,0.000,0.000,0.000,0.066,3,99
2023-01-24T11:00,32.4,77,25.9,25.5,0.000,0.000,0.000,0.066,3,100
2023-01-24T12:00,33.8,74,26.5,26.7,0.000,0.000,0.000,0.066,3,100
2023-01-24T13:00,35.1,72,27.0,27.8,0.000,0.000,0.000,0.066,3,100
2023-01-24T14:00,35.7,71,27.1,29.1,0.000,0.000,0.000,0.066,3,100
2023-01-24T15:00,36.0,69,26.9,29.7,0.000,0.000,0.000,0.066,3,100
2023-01-24T16:00,35.7,69,26.5,29.4,0.000,0.000,0.000,0.066,3,100
2023-01-24T17:00,33.5,76,26.7,27.6,0.000,0.000,0.000,0.066,3,100
2023-01-24T18:00,30.5,86,26.8,24.5,0.000,0.000,0.000,0.066,3,100
2023-01-24T19:00,30.6,86,26.8,25.2,0.000,0.000,0.000,0.066,3,100
2023-01-24T20:00,30.6,86,26.8,24.7,0.000,0.000,0.000,0.066,3,100
2023-01-24T21:00,30.5,84,26.4,23.7,0.000,0.000,0.000,0.066,3,100
2023-01-24T22:00,29.7,86,25.9,23.0,0.000,0.000,0.000,0.066,3,100
2023-01-24T23:00,28.8,88,25.6,21.8,0.000,0.000,0.000,0.066,3,100
2023-01-25T00:00,28.6,87,25.3,22.0,0.000,0.000,0.000,0.066,3,100
2023-01-25T01:00,28.2,88,25.2,22.5,0.004,0.000,0.028,0.066,71,100
2023-01-25T02:00,28.3,89,25.5,21.3,0.012,0.000,0.083,0.066,73,100
2023-01-25T03:00,28.3,91,25.9,21.6,0.024,0.000,0.165,0.066,73,100
2023-01-25T04:00,28.9,92,26.8,22.0,0.035,0.000,0.248,0.098,73,100
2023-01-25T05:00,29.2,94,27.8,22.4,0.031,0.000,0.220,0.098,73,100
2023-01-25T06:00,29.7,96,28.6,23.0,0.028,0.000,0.193,0.098,73,100
2023-01-25T07:00,30.1,97,29.2,23.4,0.012,0.000,0.083,0.131,73,100
2023-01-25T08:00,30.6,97,29.8,23.8,0.024,0.000,0.165,0.131,73,100
2023-01-25T09:00,31.9,95,30.8,24.8,0.028,0.000,0.193,0.164,73,100
2023-01-25T10:00,32.9,93,31.2,26.1,0.020,0.000,0.138,0.164,73,100
2023-01-25T11:00,33.5,92,31.4,26.7,0.031,0.000,0.220,0.197,73,100
2023-01-25T12:00,34.0,91,31.6,27.0,0.024,0.000,0.165,0.197,73,100
2023-01-25T13:00,34.6,88,31.4,27.0,0.012,0.004,0.055,0.197,71,100
2023-01-25T14:00,35.5,84,31.2,27.9,0.008,0.004,0.028,0.197,71,100
2023-01-25T15:00,35.2,83,30.6,28.2,0.008,0.000,0.055,0.197,71,100
2023-01-25T16:00,34.1,87,30.7,27.2,0.012,0.004,0.055,0.230,71,100
2023-01-25T17:00,33.3,87,29.9,26.1,0.008,0.000,0.055,0.230,71,100
2023-01-25T18:00,32.3,90,29.7,25.3,0.008,0.000,0.055,0.230,71,100
2023-01-25T19:00,32.1,89,29.3,24.9,0.008,0.000,0.055,0.230,71,100
2023-01-25T20:00,31.9,90,29.2,24.7,0.004,0.000,0.028,0.230,71,100
2023-01-25T21:00,31.2,90,28.7,24.0,0.000,0.000,0.000,0.230,3,100
2023-01-25T22:00,31.0,90,28.4,23.6,0.004,0.000,0.028,0.230,71,100
2023-01-25T23:00,30.1,93,28.3,22.8,0.004,0.000,0.028,0.230,71,100
2023-01-26T00:00,29.9,93,28.1,22.7,0.004,0.000,0.028,0.230,71,100
2023-01-26T01:00,29.7,93,27.9,23.0,0.004,0.000,0.028,0.230,71,100
2023-01-26T02:00,28.4,94,26.9,22.0,0.000,0.000,0.000,0.230,3,100
2023-01-26T03:00,26.9,94,25.5,20.2,0.000,0.000,0.000,0.230,3,99
2023-01-26T04:00,27.9,95,26.6,20.8,0.000,0.000,0.000,0.230,3,100
2023-01-26T05:00,28.6,95,27.4,21.7,0.004,0.000,0.028,0.262,71,100
2023-01-26T06:00,28.1,93,26.3,20.2,0.008,0.000,0.055,0.262,71,100
2023-01-26T07:00,26.3,91,24.0,17.5,0.016,0.000,0.110,0.262,73,100
2023-01-26T08:00,24.9,90,22.4,16.3,0.008,0.000,0.055,0.262,71,100
2023-01-26T09:00,25.9,86,22.4,16.7,0.004,0.000,0.028,0.262,71,100
2023-01-26T10:00,27.0,84,22.7,17.4,0.004,0.000,0.028,0.262,71,100
2023-01-26T11:00,26.5,81,21.4,16.7,0.004,0.000,0.028,0.262,71,100
2023-01-26T12:00,27.0,78,21.1,16.8,0.004,0.000,0.028,0.262,71,100
2023-01-26T13:00,27.1,78,21.2,17.0,0.004,0.000,0.028,0.262,71,100
2023-01-26T14:00,26.8,78,21.0,16.9,0.004,0.000,0.028,0.262,71,100
2023-01-26T15:00,26.6,77,20.3,16.3,0.000,0.000,0.000,0.262,3,100
2023-01-26T16:00,26.2,76,19.7,15.7,0.000,0.000,0.000,0.262,3,100
2023-01-26T17:00,25.4,78,19.5,15.5,0.000,0.000,0.000,0.262,3,100
2023-01-26T18:00,19.0,85,15.1,9.2,0.004,0.000,0.028,0.262,71,100
2023-01-26T19:00,18.4,85,14.7,8.4,0.004,0.000,0.028,0.262,71,100
